School_ID,School_Name,Zip,School_Type,Administrator_Title,AttendanceBoundaries,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Demographic_Description,ADA_Accessible,DressCode,PreK_School_Day,Kindergarten_School_Day,Classroom_Languages,BilingualServices,RefugeeServices,Title1Eligible,PreSchoolInclusive,PreschoolInstructional,SignificantlyModified,HardOfHearing,VisualImpairments,School_Latitude,School_Longitude,Average_ACT_School,PercentCollege,PercentGraduate,Overall_Rating,Rating_Status
610087,Blair Early Childhood Center,60638,Special Education,Principal,FALSE,167,106,146,76,24,114,26,2,0,0,0,0,1,0,The largest demographic at BLAIR is Hispanic.  This demographic makes up 68.3% of the student population.  The second greatest demographic is White at 15.6%.,Fully Accessible,FALSE,Programs Special Education,Full Day,Spanish,TRUE,,TRUE,TRUE,TRUE,TRUE,,,41.776556,-87.790604,,,,Inability to Rate,Good Standing
400094,EPIC Academy Charter High School,60617,Charter,Director,FALSE,495,473,114,73,312,177,2,0,0,0,0,3,1,0,The largest demographic at EPIC HS is Black.  This demographic makes up 63% of the student population.  The second greatest demographic is Hispanic at 35.8%.,Generally accessible,TRUE,,,Spanish,FALSE,FALSE,TRUE,,,,,,41.744849,-87.550222,17.5,72.7,69.9,Level 1+,Not Applicable
609704,David G Farragut Career Academy High School,60623,Neighborhood,Principal,TRUE,826,816,180,215,87,732,5,0,2,0,0,0,0,0,The largest demographic at FARRAGUT HS is Hispanic.  This demographic makes up 88.6% of the student population.  The second greatest demographic is Black at 10.5%.,No/unknown accessibility,TRUE,Half Day,Full Day,"Spanish, Spanish for Heritage Speakers",TRUE,FALSE,TRUE,,,TRUE,,,41.84856,-87.708706,15.2,37.8,65.3,Level 2,Intensive Support
609866,John C Coonley Elementary School,60618,Regional gifted center,Principal,TRUE,945,170,111,56,17,226,581,50,2,0,0,65,3,1,The largest demographic at COONLEY is White.  This demographic makes up 61.5% of the student population.  The second greatest demographic is Hispanic at 23.9%.,Generally accessible,FALSE,,Full Day,,TRUE,,FALSE,,,TRUE,,,41.955553,-87.683765,,,,Level 1+,Good Standing
609745,Southside Occupational Academy High School,60636,Special Education,Principal,FALSE,253,220,253,33,170,70,12,1,0,0,0,0,0,0,The largest demographic at SOUTHSIDE HS is Black.  This demographic makes up 67.2% of the student population.  The second greatest demographic is Hispanic at 27.7%.,Fully Accessible,TRUE,,Full Day,,TRUE,,TRUE,,,TRUE,,,41.759852,-87.675947,,2.1,,Inability to Rate,Good Standing
610499,Collins Academy High School,60623,Small,Principal,FALSE,274,268,53,1,272,1,0,0,0,0,0,0,1,0,The largest demographic at COLLINS HS is Black.  This demographic makes up 99.3% of the student population.  The second greatest demographic is Hispanic at 0.4%.,Generally accessible,TRUE,,Full Day,Spanish,FALSE,FALSE,TRUE,,,,,,41.864149,-87.702042,14.7,41.2,58.9,Level 3,Intensive Support
610218,Joseph Warren Elementary School,60617,Neighborhood,Principal,TRUE,286,277,42,8,283,2,0,0,0,0,0,0,0,1,The largest demographic at WARREN is Black.  This demographic makes up 99% of the student population.  The second greatest demographic is Hispanic at 0.7%.,No/unknown accessibility,TRUE,Half Day,Full Day,,,,TRUE,,,,,,41.726763,-87.575353,,,,Level 1,Good Standing
610089,John B Murphy Elementary School,60618,Neighborhood,Principal,TRUE,556,439,90,179,15,432,76,12,0,0,0,18,2,1,The largest demographic at MURPHY is Hispanic.  This demographic makes up 77.7% of the student population.  The second greatest demographic is White at 13.7%.,Generally accessible,TRUE,Full and Half Day,Full Day,"Spanish, Spanish for Heritage Speakers",TRUE,TRUE,TRUE,,,,,,41.950078,-87.716832,,,,Level 2+,Good Standing
400076,University of Chicago - North Kenwood/Oakland,60653,Charter,Director,TRUE,355,231,23,2,336,3,11,0,0,0,0,5,0,0,The largest demographic at U OF C - NKO is Black.  This demographic makes up 94.6% of the student population.  The second greatest demographic is White at 3.1%.,Generally accessible,TRUE,Full Day,Full Day,,,,TRUE,,,,,,41.811183,-87.598786,,,,Level 1,Not Applicable
610126,John J Pershing Elementary Humanities Magnet,60616,Magnet,Principal,TRUE,618,473,63,22,587,15,4,6,0,0,0,6,0,0,The largest demographic at PERSHING is Black.  This demographic makes up 95% of the student population.  The second greatest demographic is Hispanic at 2.4%.,Generally accessible,TRUE,Half Day,Full Day,,TRUE,,TRUE,TRUE,,,,,41.836527,-87.618338,,,,Level 2+,Good Standing
610009,Galileo Math & Science Scholastic Academy ES,60607,Magnet,Principal,FALSE,578,344,58,67,135,363,39,22,0,0,0,16,3,0,The largest demographic at GALILEO is Hispanic.  This demographic makes up 62.8% of the student population.  The second greatest demographic is Black at 23.4%.,Generally accessible,TRUE,,Full Day,,TRUE,,TRUE,,,,,,41.871255,-87.653366,,,,Level 1+,Good Standing
610011,Minnie Mars Jamieson Elementary School,60659,Neighborhood,Principal,TRUE,870,628,120,220,44,281,268,237,2,0,0,34,2,2,The largest demographic at JAMIESON is Hispanic.  This demographic makes up 32.3% of the student population.  The second greatest demographic is White at 30.8%.,Generally accessible,FALSE,Half Day,Full Day,,TRUE,,TRUE,,,,TRUE,,41.984641,-87.700529,,,,Level 1+,Good Standing
609880,Stephen Decatur Classical Elementary School,60645,Classical,Principal,FALSE,291,39,16,0,12,37,124,96,0,0,0,21,1,0,The largest demographic at DECATUR is White.  This demographic makes up 42.6% of the student population.  The second greatest demographic is Asian at 33%.,Generally accessible,FALSE,,Full Day,Latin,,,FALSE,,,,,,42.009289,-87.704619,,,,Level 1+,Good Standing
609694,John Hancock College Preparatory High School,60629,Neighborhood,Principal,TRUE,862,776,45,27,10,816,20,8,4,0,0,3,0,1,The largest demographic at HANCOCK HS is Hispanic.  This demographic makes up 94.7% of the student population.  The second greatest demographic is White at 2.3%.,Fully Accessible,FALSE,,Full Day,"French, Spanish",TRUE,FALSE,TRUE,,,,,,41.791464,-87.72447,16.9,58.3,84.6,Level 1,Good Standing
609812,William H Brown Elementary School,60612,Neighborhood,Principal,TRUE,292,288,83,11,265,17,5,0,0,0,0,1,1,3,The largest demographic at BROWN W is Black.  This demographic makes up 90.8% of the student population.  The second greatest demographic is Hispanic at 5.8%.,Generally accessible,TRUE,Half Day,Full Day,"Spanish, Spanish for Heritage Speakers",,,TRUE,,,TRUE,,,41.882997,-87.670682,,,,Level 2,Intensive Support
610248,Chicago Academy Elementary School,60634,Small,Principal,FALSE,601,441,82,172,15,419,136,18,1,0,0,9,3,0,The largest demographic at CHICAGO ACADEMY ES is Hispanic.  This demographic makes up 69.7% of the student population.  The second greatest demographic is White at 22.6%.,Fully Accessible,TRUE,Half Day,Full Day,,TRUE,,TRUE,,,,,,41.943056,-87.778187,,,,Level 1,Good Standing
609919,John Fiske Elementary School,60637,Neighborhood,Principal,TRUE,468,456,40,2,467,1,0,0,0,0,0,0,0,0,The largest demographic at FISKE is Black.  This demographic makes up 99.8% of the student population.  The second greatest demographic is Hispanic at 0.2%.,Generally accessible,TRUE,Full and Half Day,Full Day,Spanish,,,TRUE,,,,,,41.785183,-87.608633,,,,Level 2+,Provisional Support
610300,Oliver S Westcott Elementary School,60620,Neighborhood,Principal,TRUE,406,396,77,5,395,9,0,0,1,0,0,1,0,0,The largest demographic at WESTCOTT is Black.  This demographic makes up 97.3% of the student population.  The second greatest demographic is Hispanic at 2.2%.,No/unknown accessibility,TRUE,Half Day,Full Day,,,,TRUE,TRUE,,,,,41.748868,-87.634751,,,,Level 1,Provisional Support
609756,Marie Sklodowska Curie Metropolitan High School,60632,Magnet,Principal,TRUE,2890,2667,276,288,360,2355,70,86,11,0,0,8,0,0,The largest demographic at CURIE HS is Hispanic.  This demographic makes up 81.5% of the student population.  The second greatest demographic is Black at 12.5%.,Generally accessible,FALSE,,Full Day,"Chinese, French, Spanish, Spanish for Heritage Speakers",TRUE,FALSE,TRUE,,,,TRUE,TRUE,41.80306,-87.722042,17.4,65.8,76,Level 2+,Good Standing
609679,Charles Allen Prosser Career Academy High School,60639,Career academy,Principal,FALSE,1370,1263,180,75,254,1050,44,5,9,0,0,7,1,0,The largest demographic at PROSSER HS is Hispanic.  This demographic makes up 76.6% of the student population.  The second greatest demographic is Black at 18.5%.,Generally accessible,FALSE,,Full Day,"American Sign Language, French, Spanish, Spanish for Heritage Speakers",TRUE,FALSE,TRUE,,,TRUE,TRUE,,41.920059,-87.761048,18.1,66.4,88.2,Level 1+,Good Standing
400143,YCCS-West Town Acad Alternative HS,60612,Charter,Director,FALSE,97,96,21,2,79,17,0,0,0,0,0,0,0,1,The largest demographic at YCCS - WEST TOWN is Black.  This demographic makes up 81.4% of the student population.  The second greatest demographic is Hispanic at 17.5%.,No/unknown accessibility,FALSE,,,,,,,,,,,,41.890803,-87.702053,13.2,8.3,,Level 1,Not Applicable
610132,Edgar Allan Poe Elementary Classical School,60628,Classical,Principal,FALSE,212,85,5,0,194,10,3,2,0,0,0,3,0,0,The largest demographic at POE is Black.  This demographic makes up 91.5% of the student population.  The second greatest demographic is Hispanic at 4.7%.,Generally accessible,FALSE,,Full Day,,,,FALSE,,,,,,41.70263,-87.606419,,,,Level 1+,Good Standing
610053,Marquette Elementary School,60629,Neighborhood,Principal,TRUE,1158,1123,103,351,407,736,8,0,4,0,0,3,0,0,The largest demographic at MARQUETTE is Hispanic.  This demographic makes up 63.6% of the student population.  The second greatest demographic is Black at 35.1%.,Generally accessible,TRUE,Full and Half Day,Full Day,Spanish,TRUE,,TRUE,TRUE,,,,,41.773881,-87.69703,,,,Level 1,Intensive Support
610317,Brighton Park Elementary School,60632,Neighborhood,Principal,TRUE,477,457,41,177,9,447,8,10,1,0,0,0,0,2,The largest demographic at BRIGHTON PARK is Hispanic.  This demographic makes up 93.7% of the student population.  The second greatest demographic is Asian at 2.1%.,Generally accessible,TRUE,Half Day,Full Day,Spanish for Heritage Speakers,TRUE,,TRUE,,,,,,41.8239,-87.692077,,,,Level 1,Good Standing
609791,Perkins Bass Elementary School,60621,Neighborhood,Principal,TRUE,440,435,59,1,429,8,1,1,0,0,0,1,0,0,The largest demographic at BASS is Black.  This demographic makes up 97.5% of the student population.  The second greatest demographic is Hispanic at 1.8%.,No/unknown accessibility,TRUE,Full and Half Day,Full Day,,,,TRUE,,,,,,41.774246,-87.653532,,,,Level 2,Provisional Support
609900,George W Curtis Elementary School,60628,Neighborhood,Principal,TRUE,573,571,63,13,545,24,0,0,0,0,0,4,0,0,The largest demographic at CURTIS is Black.  This demographic makes up 95.1% of the student population.  The second greatest demographic is Hispanic at 4.2%.,Generally accessible,TRUE,Half Day,Full Day,,,,TRUE,,,,,,41.685418,-87.621653,,,,Level 1,Intensive Support
400141,YCCS-Truman Middle College HS,60640,Charter,Director,FALSE,147,128,17,18,51,71,15,5,1,0,1,2,1,0,The largest demographic at YCCS - TRUMAN is Hispanic.  This demographic makes up 48.3% of the student population.  The second greatest demographic is Black at 34.7%.,No/unknown accessibility,FALSE,,,,,,,,,,,,41.965295,-87.659239,16,26.4,,Level 1,Not Applicable
400009,Academy for Global Citizenship Charter School,60632,Charter,Director,FALSE,460,319,49,140,20,401,30,0,1,0,0,3,0,5,The largest demographic at GLOBAL CITIZENSHIP is Hispanic.  This demographic makes up 87.2% of the student population.  The second greatest demographic is White at 6.5%.,Fully Accessible,TRUE,,Full Day,Spanish,TRUE,,TRUE,,,,,,41.807579,-87.740097,,,,Level 1,Not Applicable
609793,Lillian R. Nicholson STEM Academy,60621,Neighborhood,Principal,TRUE,498,486,65,1,483,13,0,1,0,0,0,1,0,0,The largest demographic at NICHOLSON is Black.  This demographic makes up 97% of the student population.  The second greatest demographic is Hispanic at 2.6%.,Generally accessible,TRUE,Half Day,Full Day,,,,TRUE,,,,,,41.784942,-87.647453,,,,Level 2+,Provisional Support
609788,Alice L Barnard Computer Math & Science Ctr ES,60643,Neighborhood,Principal,TRUE,311,255,42,0,302,3,2,1,0,0,0,3,0,0,The largest demographic at BARNARD is Black.  This demographic makes up 97.1% of the student population.  The second greatest demographic is Hispanic at 1%.,Generally accessible,TRUE,Half Day,Full Day,,,,TRUE,,,,,,41.705131,-87.658074,,,,Level 1,Good Standing
400032,CICS - Ralph Ellison,60620,Charter,Director,TRUE,421,394,82,2,417,3,0,0,0,0,0,1,0,0,The largest demographic at CICS - ELLISON HS is Black.  This demographic makes up 99% of the student population.  The second greatest demographic is Hispanic at 0.7%.,Generally accessible,TRUE,,,Spanish,FALSE,FALSE,TRUE,,,,,,41.748382,-87.66898,16.3,64.3,78.6,Level 2+,Not Applicable
609971,John Harvard Elementary School of Excellence,60620,Neighborhood,Principal,TRUE,433,426,76,0,424,5,1,0,0,0,0,2,1,0,The largest demographic at HARVARD is Black.  This demographic makes up 97.9% of the student population.  The second greatest demographic is Hispanic at 1.2%.,Generally accessible,TRUE,Half Day,Full Day,,,,TRUE,,,TRUE,,,41.757341,-87.632737,,,,Level 2,Intensive Support
609968,Sharon Christa McAuliffe Elementary School,60647,Neighborhood,Principal,TRUE,756,722,96,275,30,703,16,0,1,0,0,6,0,0,The largest demographic at MCAULIFFE is Hispanic.  This demographic makes up 93% of the student population.  The second greatest demographic is Black at 4%.,Generally accessible,TRUE,Half Day,Full Day,,TRUE,FALSE,TRUE,,,,,,41.914816,-87.723931,,,,Level 2+,Provisional Support
609759,Roberto Clemente Community Academy High School,60622,Neighborhood,Principal,TRUE,710,667,162,62,210,482,8,1,4,0,0,5,0,0,The largest demographic at CLEMENTE HS is Hispanic.  This demographic makes up 67.9% of the student population.  The second greatest demographic is Black at 29.6%.,Fully Accessible,TRUE,,Full Day,"Spanish, Spanish for Heritage Speakers",TRUE,FALSE,TRUE,,,,,,41.902626,-87.686906,15.4,43.3,83.5,Level 2+,Provisional Support
609835,Daniel R Cameron Elementary School,60651,Neighborhood,Principal,TRUE,763,758,113,209,214,536,7,0,0,0,0,6,0,0,The largest demographic at CAMERON is Hispanic.  This demographic makes up 70.2% of the student population.  The second greatest demographic is Black at 28%.,Generally accessible,TRUE,Half Day,Full Day,Spanish,TRUE,,TRUE,,,,,,41.903792,-87.717927,,,,Level 1,Good Standing
609849,George F Cassell Elementary School,60655,Neighborhood,Principal,TRUE,415,82,81,12,44,63,291,4,0,0,0,11,1,1,The largest demographic at CASSELL is White.  This demographic makes up 70.1% of the student population.  The second greatest demographic is Hispanic at 15.2%.,Fully Accessible,TRUE,,Full Day,,,,FALSE,,,TRUE,,,41.687347,-87.703215,,,,Level 2+,Good Standing
610034,Lawndale Elementary Community Academy,60623,Neighborhood,Principal,TRUE,295,293,31,0,294,0,0,0,0,0,0,1,0,0,The largest demographic at LAWNDALE is Black.  This demographic makes up 99.7% of the student population.  The second greatest demographic is Other at 0.3%.,No/unknown accessibility,TRUE,Half Day,Full Day,,,,TRUE,,,,,,41.86296,-87.712957,,,,Level 2,Intensive Support
609832,Michael M Byrne Elementary School,60638,Neighborhood,Principal,TRUE,661,377,111,55,7,408,239,0,2,0,0,5,0,0,The largest demographic at BYRNE is Hispanic.  This demographic makes up 61.7% of the student population.  The second greatest demographic is White at 36.2%.,Generally accessible,TRUE,,Full Day,,,,FALSE,,,TRUE,,,41.795031,-87.791544,,,,Level 1,Good Standing
610308,Wilma Rudolph Elementary Learning Center,60612,Special Education,Principal,FALSE,102,86,93,42,42,50,6,2,0,0,0,1,1,0,The largest demographic at RUDOLPH is Hispanic.  This demographic makes up 49% of the student population.  The second greatest demographic is Black at 41.2%.,Generally accessible,FALSE,Programs Special Education,Full Day,,TRUE,,TRUE,,TRUE,TRUE,,,41.883568,-87.669477,,,,Inability to Rate,Good Standing
609789,John Barry Elementary School,60641,Neighborhood,Principal,TRUE,734,690,76,316,14,689,18,9,1,0,0,3,0,0,The largest demographic at BARRY is Hispanic.  This demographic makes up 93.9% of the student population.  The second greatest demographic is White at 2.5%.,No/unknown accessibility,TRUE,Half Day,Full Day,"Spanish, Spanish for Heritage Speakers",TRUE,,TRUE,,,,,,41.932511,-87.739388,,,,Level 1,Good Standing
610091,Ronald Brown Elementary Community Academy,60628,Neighborhood,Principal,TRUE,357,344,42,0,356,0,0,0,1,0,0,0,0,0,The largest demographic at BROWN R is Black.  This demographic makes up 99.7% of the student population.  The second greatest demographic is NativeAmer. at 0.3%.,Generally accessible,TRUE,Half Day,Full Day,,,,TRUE,,,,,,41.664873,-87.638958,,,,Level 2,Provisional Support
610116,Parkside Elementary Community Academy,60649,Neighborhood,Principal,TRUE,244,241,34,0,239,4,0,0,0,0,0,1,0,0,The largest demographic at PARKSIDE is Black.  This demographic makes up 98% of the student population.  The second greatest demographic is Hispanic at 1.6%.,No/unknown accessibility,TRUE,Full Day,Full Day,,FALSE,,TRUE,,,,,,41.768555,-87.582954,,,,Level 1+,Provisional Support
400173,Pathways in Education- Brighton Park,60632,Citywide-Option,Principal,FALSE,347,312,33,32,12,315,14,2,1,0,0,0,0,3,The largest demographic at PATHWAYS - BRIGHTON PARK HS is Hispanic.  This demographic makes up 90.8% of the student population.  The second greatest demographic is White at 4%.,No/unknown accessibility,FALSE,,,,,,,,,,,,41.808226,-87.702645,14.6,22.4,,Level 2,Not Applicable
610284,New Field Elementary School,60626,Neighborhood,Principal,TRUE,688,613,91,396,195,338,63,70,2,0,0,14,1,5,The largest demographic at NEW FIELD is Hispanic.  This demographic makes up 49.1% of the student population.  The second greatest demographic is Black at 28.3%.,Fully Accessible,TRUE,Half Day,Full Day,Spanish,TRUE,TRUE,TRUE,,TRUE,TRUE,,,42.007703,-87.673168,,,,Level 1,Good Standing
610271,Jensen Elementary Scholastic Academy,60612,Magnet,Principal,TRUE,433,431,60,8,413,16,3,0,1,0,0,0,0,0,The largest demographic at JENSEN is Black.  This demographic makes up 95.4% of the student population.  The second greatest demographic is Hispanic at 3.7%.,Generally accessible,TRUE,Full and Half Day,Full Day,,,,TRUE,,,,,,41.873815,-87.702241,,,,Level 2,Provisional Support
400142,YCCS-Virtual HS,60612,Charter,Director,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The largest demographic at YCCS - TRUMAN is Hispanic.  This demographic makes up 48.3% of the student population.  The second greatest demographic is Black at 34.7%.,No/unknown accessibility,FALSE,,,,,,,,,,,,41.876317,-87.674138,,18.2,,Inability to Rate,
609885,Dewey Elementary Academy of Fine Arts,60609,Neighborhood,Principal,TRUE,418,412,41,14,388,28,0,0,0,0,0,2,0,0,The largest demographic at DEWEY is Black.  This demographic makes up 92.8% of the student population.  The second greatest demographic is Hispanic at 6.7%.,No/unknown accessibility,TRUE,Full Day,Full Day,Spanish,TRUE,,TRUE,,,,,,41.795646,-87.642652,,,,Level 1+,Intensive Support
610580,Magic Johnson- Humboldt Park HS,60622,Citywide-Option,Principal,FALSE,187,180,31,13,55,121,8,0,1,0,0,2,0,0,The largest demographic at MAGIC JOHNSON - HUMBOLDT PK HS is Hispanic.  This demographic makes up 64.7% of the student population.  The second greatest demographic is Black at 29.4%.,No/unknown accessibility,FALSE,,,,,,,,,,,,41.902925,-87.687889,15.4,22.2,,Level 2+,Not Applicable
610312,Mary E McDowell Elementary School,60619,Neighborhood,Principal,TRUE,168,160,12,1,161,4,0,0,0,0,0,3,0,0,The largest demographic at MCDOWELL is Black.  This demographic makes up 95.8% of the student population.  The second greatest demographic is Hispanic at 2.4%.,Generally accessible,TRUE,Full Day,Full Day,,,,TRUE,,,,,,41.733132,-87.589589,,,,Level 2+,Good Standing
610242,Joseph Brennemann Elementary School,60613,Neighborhood,Principal,TRUE,407,380,84,139,275,83,13,17,0,0,0,17,1,1,The largest demographic at BRENNEMANN is Black.  This demographic makes up 67.6% of the student population.  The second greatest demographic is Hispanic at 20.4%.,No/unknown accessibility,TRUE,Half Day,Full Day,,,,TRUE,TRUE,,TRUE,,,41.959984,-87.649749,,,,Level 1+,Good Standing
400043,Hope Institute Learning Academy,60612,Contract,Principal,FALSE,349,312,74,4,322,18,7,0,0,0,0,2,0,0,The largest demographic at HOPE INSTITUTE is Black.  This demographic makes up 92.3% of the student population.  The second greatest demographic is Hispanic at 5.2%.,Generally accessible,TRUE,,Full Day,,,,TRUE,,,,,,41.883362,-87.668077,,,,Level 2+,Good Standing
610567,Magic Johnson- Roseland HS,60661,Citywide-Option,Principal,FALSE,198,184,45,0,194,1,2,0,0,0,0,1,0,0,The largest demographic at MAGIC JOHNSON - ROSELAND HS is Black.  This demographic makes up 98% of the student population.  The second greatest demographic is White at 1%.,No/unknown accessibility,FALSE,,,,,,,,,,,,41.69516,-87.642697,15,14.3,,Inability to Rate,Not Applicable
609733,Roger C Sullivan High School,60626,Neighborhood,Principal,TRUE,629,588,154,235,254,227,35,99,1,0,0,8,1,4,The largest demographic at SULLIVAN HS is Black.  This demographic makes up 40.4% of the student population.  The second greatest demographic is Hispanic at 36.1%.,No/unknown accessibility,TRUE,Half Day,Full Day,"French, Spanish, Spanish for Heritage Speakers",TRUE,TRUE,TRUE,,,TRUE,,,42.002688,-87.669192,15.1,51.5,64,Level 2+,Provisional Support
610227,Eli Whitney Elementary School,60623,Neighborhood,Principal,TRUE,1025,997,84,511,2,1010,11,0,1,0,0,0,0,1,The largest demographic at WHITNEY is Hispanic.  This demographic makes up 98.5% of the student population.  The second greatest demographic is White at 1.1%.,No/unknown accessibility,TRUE,Half Day,Full Day,,,,TRUE,,,,,,41.84008,-87.725546,,,,Level 1+,Good Standing
610033,LaSalle Elementary Language Academy,60614,Magnet,Principal,FALSE,562,170,65,16,170,115,186,46,0,0,0,45,0,0,The largest demographic at LASALLE is White.  This demographic makes up 33.1% of the student population.  The second greatest demographic is Black at 30.2%.,Fully Accessible,TRUE,,Full Day,"French, Italian, Mandarin, Spanish",TRUE,,FALSE,,,,,,41.9139,-87.637565,,,,Level 1+,Good Standing
400046,L.E.A.R.N. - Romano Butler Campus,60624,Charter,Director,FALSE,639,574,55,7,630,8,1,0,0,0,0,0,0,0,The largest demographic at LEARN - BUTLER is Black.  This demographic makes up 98.6% of the student population.  The second greatest demographic is Hispanic at 1.3%.,Generally accessible,TRUE,,Full Day,,TRUE,,TRUE,,,,,,41.867273,-87.710679,,,,Level 2,Not Applicable
610541,Federico Garcia Lorca Elementary School,60618,Neighborhood,Principal,TRUE,842,800,130,366,11,785,42,1,0,0,0,3,0,0,The largest demographic at LORCA is Hispanic.  This demographic makes up 93.2% of the student population.  The second greatest demographic is White at 5%.,Fully Accessible,TRUE,Half Day,Full Day,,TRUE,,TRUE,,,,,,41.940026,-87.724783,,,,Level 1+,Good Standing
400113,CICS - ChicagoQuest North,60610,Charter,Director,TRUE,287,268,61,14,221,53,8,1,0,0,0,4,0,0,The largest demographic at CICS - CHICAGOQUEST HS is Black.  This demographic makes up 77% of the student population.  The second greatest demographic is Hispanic at 18.5%.,No/unknown accessibility,FALSE,,,,FALSE,FALSE,TRUE,,,,,,41.907797,-87.645561,16.5,,,Level 2+,Not Applicable
609715,Thomas Kelly High School,60632,Neighborhood,Principal,TRUE,1949,1854,324,450,70,1569,30,269,3,0,0,5,2,1,The largest demographic at KELLY HS is Hispanic.  This demographic makes up 80.5% of the student population.  The second greatest demographic is Asian at 13.8%.,Fully Accessible,FALSE,,Full Day,"Chinese, Spanish",TRUE,FALSE,TRUE,,,,,,41.818729,-87.694639,17.1,55.1,77.8,Level 2+,Good Standing
609910,Laughlin Falconer Elementary School,60641,Neighborhood,Principal,TRUE,1188,1099,139,506,22,1109,40,7,5,0,0,2,1,2,The largest demographic at FALCONER is Hispanic.  This demographic makes up 93.4% of the student population.  The second greatest demographic is White at 3.4%.,Generally accessible,TRUE,Half Day,Full Day,,,,TRUE,,,,,,41.935785,-87.749331,,,,Level 1,Good Standing
609990,South Loop Elementary School,60605,Regional gifted center,Principal,TRUE,764,172,44,72,322,75,203,100,2,0,0,34,15,13,The largest demographic at SOUTH LOOP is Black.  This demographic makes up 42.1% of the student population.  The second greatest demographic is White at 26.6%.,Generally accessible,TRUE,,Full Day,,,,FALSE,,,,,,41.866875,-87.628615,,,,Level 1+,Good Standing
610097,William P Nixon Elementary School,60639,Neighborhood,Principal,TRUE,873,839,109,410,14,838,10,3,2,0,0,3,1,2,The largest demographic at NIXON is Hispanic.  This demographic makes up 96% of the student population.  The second greatest demographic is Black at 1.6%.,No/unknown accessibility,TRUE,Half Day,Full Day,,TRUE,,TRUE,,,,,,41.919581,-87.73142,,,,Level 2+,Good Standing
610250,Rueben Salazar Elementary Bilingual Center,60610,Small,Principal,FALSE,354,300,73,122,111,234,4,4,0,0,0,1,0,0,The largest demographic at SALAZAR is Hispanic.  This demographic makes up 66.1% of the student population.  The second greatest demographic is Black at 31.4%.,No/unknown accessibility,TRUE,Full Day,Full Day,"Spanish, Spanish for Heritage Speakers",TRUE,FALSE,TRUE,,,,,,41.901417,-87.633632,,,,Level 1+,Good Standing
610074,James Monroe Elementary School,60647,Neighborhood,Principal,TRUE,879,868,104,256,14,839,18,3,1,0,0,3,0,1,The largest demographic at MONROE is Hispanic.  This demographic makes up 95.4% of the student population.  The second greatest demographic is White at 2%.,Generally accessible,TRUE,Half Day,Full Day,"Spanish, Spanish for Heritage Speakers",TRUE,,TRUE,,,,,,41.929989,-87.719224,,,,Level 2+,Good Standing
610082,Mount Greenwood Elementary School,60655,Neighborhood,Principal,TRUE,1102,173,117,9,17,142,921,6,0,0,0,10,6,0,The largest demographic at MOUNT GREENWOOD is White.  This demographic makes up 83.6% of the student population.  The second greatest demographic is Hispanic at 12.9%.,Generally accessible,TRUE,Half Day,Full Day,,,,FALSE,,,TRUE,,,41.695734,-87.70581,,,,Level 1+,Good Standing
609956,Robert L Grimes Elementary School,60638,Neighborhood,Principal,TRUE,456,379,51,140,8,408,34,2,0,0,0,3,0,1,The largest demographic at GRIMES is Hispanic.  This demographic makes up 89.5% of the student population.  The second greatest demographic is White at 7.5%.,Generally accessible,TRUE,Half Day,Full Day,Spanish for Heritage Speakers,,,TRUE,,,,,,41.775464,-87.758803,,,,Level 1+,Good Standing
610083,Daniel C Beard Elementary School,60656,Special Education,Principal,FALSE,190,108,122,78,11,75,81,12,0,0,0,8,1,2,The largest demographic at BEARD is White.  This demographic makes up 42.6% of the student population.  The second greatest demographic is Hispanic at 39.5%.,Fully Accessible,FALSE,Half Day,Full Day,,TRUE,,FALSE,TRUE,TRUE,TRUE,,,41.970125,-87.78963,,,,Inability to Rate,Good Standing
609828,Jonathan Burr Elementary School,60622,Neighborhood,Principal,TRUE,442,178,51,62,38,198,170,15,0,0,0,20,0,1,The largest demographic at BURR is Hispanic.  This demographic makes up 44.8% of the student population.  The second greatest demographic is White at 38.5%.,No/unknown accessibility,TRUE,Half Day,Full Day,,,,FALSE,TRUE,,,,,41.912358,-87.668661,,,,Level 1+,Good Standing
609950,Josefa Ortiz De Dominguez Elementary School,60623,Neighborhood,Principal,TRUE,585,562,56,367,2,577,3,0,0,0,0,0,0,3,The largest demographic at ORTIZ DE DOMINGUEZ is Hispanic.  This demographic makes up 98.6% of the student population.  The second greatest demographic is White at 0.5%.,No/unknown accessibility,TRUE,Half Day,Full Day,,,,TRUE,,TRUE,TRUE,,,41.838791,-87.71719,,,,Inability to Rate,Good Standing
609960,Nathan Hale Elementary School,60638,Neighborhood,Principal,TRUE,970,667,137,132,12,701,237,11,4,0,0,5,0,0,The largest demographic at HALE is Hispanic.  This demographic makes up 72.3% of the student population.  The second greatest demographic is White at 24.4%.,Generally accessible,TRUE,Half Day,Full Day,,,,TRUE,TRUE,,,,,41.780192,-87.776579,,,,Level 1,Good Standing
